pid,center_gps,coordinate,photo_counts,matched_aoi,matched_aid
468,"[35.03072323, 135.71449602]","[[35.030883, 135.714522], [35.030883, 135.714366], [35.030718, 135.714522], [35.030718, 135.714366]]",3,"['Ninna-ji, 仁和寺']",[26]
469,"[35.03051038, 135.71464522]","[[35.030611, 135.714811], [35.030611, 135.714483], [35.030378, 135.714811], [35.030378, 135.714483]]",7,"['Ninna-ji, 仁和寺']",[26]
470,"[35.02898502, 135.71381845]","[[35.029286, 135.714], [35.029286, 135.713647], [35.028872, 135.714], [35.028872, 135.713647]]",11,"['Ninna-ji, 仁和寺']",[26]
471,"[35.02855776, 135.71375203]","[[35.028731, 135.713883], [35.028731, 135.713633], [35.028297, 135.713883], [35.028297, 135.713633]]",15,"['Ninna-ji, 仁和寺']",[26]
472,"[35.02814759, 135.71402576]","[[35.028291, 135.714119], [35.028291, 135.714071], [35.027863, 135.714119], [35.027863, 135.714071]]",3,"['Ninna-ji, 仁和寺']",[26]
473,"[35.02789818, 135.71384203]","[[35.027904, 135.713885], [35.027904, 135.713805], [35.027848, 135.713885], [35.027848, 135.713805]]",3,[],[]
474,"[35.02813819, 135.71384233]","[[35.028361, 135.714038], [35.028361, 135.713722], [35.027944, 135.714038], [35.027944, 135.713722]]",15,"['Ninna-ji, 仁和寺']",[26]
475,"[35.028473, 135.71340934]","[[35.028694, 135.713555], [35.028694, 135.713188], [35.028318, 135.713555], [35.028318, 135.713188]]",17,"['Ninna-ji, 仁和寺']",[26]
476,"[35.03022983, 135.71428536]","[[35.030369, 135.714483], [35.030369, 135.714143], [35.030066, 135.714483], [35.030066, 135.714143]]",12,"['Ninna-ji, 仁和寺']",[26]
477,"[35.02981074, 135.71400244]","[[35.029833, 135.714005], [35.029833, 135.714], [35.029701, 135.714005], [35.029701, 135.714]]",92,"['Ninna-ji, 仁和寺']",[26]
478,"[35.0292613, 135.71304829]","[[35.029494, 135.713305], [35.029494, 135.712922], [35.029211, 135.713305], [35.029211, 135.712922]]",19,"['Ninna-ji, 仁和寺']",[26]
479,"[35.0289963, 135.71299307]","[[35.029147, 135.713144], [35.029147, 135.712875], [35.028936, 135.713144], [35.028936, 135.712875]]",19,"['Ninna-ji, 仁和寺']",[26]
480,"[35.02883911, 135.71318851]","[[35.028983, 135.713383], [35.028983, 135.712937], [35.028658, 135.713383], [35.028658, 135.712937]]",37,"['Ninna-ji, 仁和寺']",[26]
481,"[35.02907204, 135.71331537]","[[35.029247, 135.713444], [35.029247, 135.713211], [35.028918, 135.713444], [35.028918, 135.713211]]",16,"['Ninna-ji, 仁和寺']",[26]
482,"[35.03011678, 135.71350215]","[[35.030166, 135.71355], [35.030166, 135.713333], [35.030105, 135.71355], [35.030105, 135.713333]]",10,"['Ninna-ji, 仁和寺']",[26]
483,"[35.03015923, 135.71318012]","[[35.030283, 135.713183], [35.030283, 135.713049], [35.030153, 135.713183], [35.030153, 135.713049]]",3,"['Ninna-ji, 仁和寺']",[26]
484,"[35.02968842, 135.71339157]","[[35.029902, 135.713408], [35.029902, 135.713394], [35.029677, 135.713408], [35.029677, 135.713394]]",7,"['Ninna-ji, 仁和寺']",[26]
485,"[35.02975814, 135.7132017]","[[35.029902, 135.713386], [35.029902, 135.713211], [35.029697, 135.713386], [35.029697, 135.713211]]",5,"['Ninna-ji, 仁和寺']",[26]
486,"[35.02970682, 135.71306208]","[[35.029927, 135.713241], [35.029927, 135.712823], [35.029666, 135.713241], [35.029666, 135.712823]]",21,"['Ninna-ji, 仁和寺']",[26]
487,"[35.02964558, 135.71374685]","[[35.029833, 135.713863], [35.029833, 135.713498], [35.0295, 135.713863], [35.0295, 135.713498]]",31,"['Ninna-ji, 仁和寺']",[26]
488,"[35.02988191, 135.71361512]","[[35.030055, 135.713676], [35.030055, 135.713461], [35.029883, 135.713676], [35.029883, 135.713461]]",10,"['Ninna-ji, 仁和寺']",[26]
489,"[35.0216453, 135.71927626]","[[35.021875, 135.719674], [35.021875, 135.718758], [35.021316, 135.719674], [35.021316, 135.718758]]",21,"['Myōshinji Temple, 妙心寺']",[34]
490,"[35.02155512, 135.72012769]","[[35.022, 135.720634], [35.022, 135.72], [35.020927, 135.720634], [35.020927, 135.72]]",17,"['Myōshinji Temple, 妙心寺']",[34]
491,"[34.89195327, 135.81130563]","[[34.892372, 135.811666], [34.892372, 135.810799], [34.891461, 135.811666], [34.891461, 135.810799]]",37,[],[]
492,"[34.88839049, 135.81005832]","[[34.889028, 135.810773], [34.889028, 135.808869], [34.887479, 135.810773], [34.887479, 135.808869]]",56,[],[]
493,"[34.89111436, 135.81063859]","[[34.89138, 135.810852], [34.89138, 135.810069], [34.89085, 135.810852], [34.89085, 135.810069]]",34,[],[]
494,"[34.89039232, 135.80940262]","[[34.890648, 135.809925], [34.890648, 135.809288], [34.890102, 135.809925], [34.890102, 135.809288]]",15,[],[]
495,"[34.88974857, 135.80761272]","[[34.890296, 135.808166], [34.890296, 135.807076], [34.889129, 135.808166], [34.889129, 135.807076]]",110,"['Byodoin, 平等院']",[83]
496,"[34.88921703, 135.80734285]","[[34.889286, 135.807666], [34.889286, 135.807028], [34.888619, 135.807666], [34.888619, 135.807028]]",31,"['Byodoin, 平等院']",[83]
497,"[34.88926169, 135.80815979]","[[34.890014, 135.808888], [34.890014, 135.807516], [34.888169, 135.808888], [34.888169, 135.807516]]",298,"['Byodoin, 平等院']",[83]
498,"[34.88978627, 135.80901267]","[[34.890294, 135.80945], [34.890294, 135.808794], [34.889294, 135.80945], [34.889294, 135.808794]]",117,[],[]
499,"[34.89229526, 135.80574995]","[[34.892833, 135.80628], [34.892833, 135.804658], [34.891738, 135.80628], [34.891738, 135.804658]]",64,[],[]
500,"[34.89121164, 135.80633839]","[[34.891844, 135.807], [34.891844, 135.805984], [34.890602, 135.807], [34.890602, 135.805984]]",118,[],[]
501,"[34.89061145, 135.80674555]","[[34.890552, 135.807333], [34.890552, 135.806208], [34.890049, 135.807333], [34.890049, 135.806208]]",47,"['Byodoin, 平等院']",[83]
502,"[34.98388791, 135.74772085]","[[34.984041, 135.747733], [34.984041, 135.747677], [34.983844, 135.747733], [34.983844, 135.747677]]",3,[],[]
503,"[34.98083414, 135.74680634]","[[34.980906, 135.746845], [34.980906, 135.746651], [34.980832, 135.746845], [34.980832, 135.746651]]",3,"['Toji, 東寺']",[78]
504,"[34.98306787, 135.74805881]","[[34.983094, 135.74808], [34.983094, 135.748019], [34.983052, 135.74808], [34.983052, 135.748019]]",3,[],[]
505,"[34.98308412, 135.74837821]","[[34.983094, 135.748461], [34.983094, 135.748361], [34.982944, 135.748461], [34.982944, 135.748361]]",9,[],[]
506,"[34.98309278, 135.74680435]","[[34.983136, 135.746988], [34.983136, 135.746786], [34.983011, 135.746988], [34.983011, 135.746786]]",6,[],[]
507,"[34.98328036, 135.7476591]","[[34.983497, 135.747727], [34.983497, 135.747622], [34.982959, 135.747727], [34.982959, 135.747622]]",9,[],[]
508,"[34.98303709, 135.7473224]","[[34.983063, 135.747355], [34.983063, 135.747258], [34.983019, 135.747355], [34.983019, 135.747258]]",3,[],[]
509,"[34.98189298, 135.74918478]","[[34.981908, 135.749211], [34.981908, 135.748977], [34.981869, 135.749211], [34.981869, 135.748977]]",5,[],[]
510,"[34.98146296, 135.74680052]","[[34.981491, 135.746822], [34.981491, 135.746666], [34.981408, 135.746822], [34.981408, 135.746666]]",5,"['Toji, 東寺']",[78]
511,"[34.98179447, 135.7470992]","[[34.981858, 135.747302], [34.981858, 135.746941], [34.981768, 135.747302], [34.981768, 135.746941]]",9,"['Toji, 東寺']",[78]
512,"[34.98184979, 135.74694232]","[[34.982, 135.746833], [34.982, 135.746799], [34.981833, 135.746833], [34.981833, 135.746799]]",4,"['Toji, 東寺']",[78]
513,"[34.98175082, 135.7487511]","[[34.98183, 135.74893], [34.98183, 135.748744], [34.981708, 135.74893], [34.981708, 135.748744]]",44,"['Toji, 東寺']",[78]
514,"[34.98177636, 135.74848102]","[[34.981994, 135.748677], [34.981994, 135.748191], [34.981666, 135.748677], [34.981666, 135.748191]]",16,"['Toji, 東寺']",[78]
515,"[34.98266118, 135.74767933]","[[34.982677, 135.747843], [34.982677, 135.74765], [34.982603, 135.747843], [34.982603, 135.74765]]",4,"['Toji, 東寺']",[78]
516,"[34.98185435, 135.74773392]","[[34.982022, 135.748011], [34.982022, 135.747566], [34.981713, 135.748011], [34.981713, 135.747566]]",13,"['Toji, 東寺']",[78]
517,"[34.98227861, 135.74768496]","[[34.9825, 135.747797], [34.9825, 135.747641], [34.982119, 135.747797], [34.982119, 135.747641]]",13,"['Toji, 東寺']",[78]
518,"[34.9820709, 135.74799513]","[[34.982111, 135.748055], [34.982111, 135.747972], [34.981897, 135.748055], [34.981897, 135.747972]]",3,"['Toji, 東寺']",[78]
519,"[34.97987462, 135.74721558]","[[34.97998, 135.747422], [34.97998, 135.747047], [34.979738, 135.747422], [34.979738, 135.747047]]",18,"['Toji, 東寺']",[78]
520,"[34.97980273, 135.74747349]","[[34.979972, 135.747525], [34.979972, 135.747416], [34.979725, 135.747525], [34.979725, 135.747416]]",7,"['Toji, 東寺']",[78]
521,"[34.97985858, 135.74787884]","[[34.980038, 135.748], [34.980038, 135.747694], [34.979691, 135.748], [34.979691, 135.747694]]",28,"['Toji, 東寺']",[78]
522,"[34.97968587, 135.74765185]","[[34.97983, 135.74783], [34.97983, 135.747511], [34.979536, 135.74783], [34.979536, 135.747511]]",27,"['Toji, 東寺']",[78]
523,"[34.97956901, 135.74778198]","[[34.979553, 135.747927], [34.979553, 135.747402], [34.979336, 135.747927], [34.979336, 135.747402]]",29,"['Toji, 東寺']",[78]
524,"[34.98108054, 135.74705251]","[[34.981266, 135.747116], [34.981266, 135.746927], [34.981025, 135.747116], [34.981025, 135.746927]]",15,"['Toji, 東寺']",[78]
525,"[34.9808821, 135.74732282]","[[34.98108, 135.747573], [34.98108, 135.747146], [34.980736, 135.747573], [34.980736, 135.747146]]",29,"['Toji, 東寺']",[78]
526,"[34.98049726, 135.74725854]","[[34.980663, 135.747436], [34.980663, 135.747211], [34.980419, 135.747436], [34.980419, 135.747211]]",12,"['Toji, 東寺']",[78]
527,"[34.98059565, 135.74709277]","[[34.980797, 135.747291], [34.980797, 135.746977], [34.980388, 135.747291], [34.980388, 135.746977]]",41,"['Toji, 東寺']",[78]
528,"[34.98149181, 135.74749244]","[[34.981583, 135.747661], [34.981583, 135.747472], [34.981405, 135.747661], [34.981405, 135.747472]]",8,"['Toji, 東寺']",[78]
529,"[34.98145506, 135.74724078]","[[34.98158, 135.747327], [34.98158, 135.747066], [34.981357, 135.747327], [34.981357, 135.747066]]",27,"['Toji, 東寺']",[78]
530,"[34.98122811, 135.74727242]","[[34.981433, 135.747499], [34.981433, 135.747155], [34.981174, 135.747499], [34.981174, 135.747155]]",17,"['Toji, 東寺']",[78]
531,"[34.98021099, 135.7472557]","[[34.980377, 135.747455], [34.980377, 135.746984], [34.979994, 135.747455], [34.979994, 135.746984]]",43,"['Toji, 東寺']",[78]
532,"[34.98017372, 135.74745295]","[[34.98023, 135.747499], [34.98023, 135.747419], [34.980025, 135.747499], [34.980025, 135.747419]]",7,"['Toji, 東寺']",[78]
533,"[34.98011296, 135.74771166]","[[34.98033, 135.747972], [34.98033, 135.74753], [34.979944, 135.747972], [34.979944, 135.74753]]",47,"['Toji, 東寺']",[78]
534,"[34.9805992, 135.74795852]","[[34.980796, 135.748077], [34.980796, 135.74777], [34.980469, 135.748077], [34.980469, 135.74777]]",25,"['Toji, 東寺']",[78]
535,"[34.9799404, 135.74871203]","[[34.980166, 135.748852], [34.980166, 135.748499], [34.979833, 135.748852], [34.979833, 135.748499]]",27,"['Toji, 東寺']",[78]
536,"[34.9801593, 135.74855305]","[[34.980172, 135.748566], [34.980172, 135.748422], [34.98001, 135.748566], [34.98001, 135.748422]]",15,"['Toji, 東寺']",[78]
537,"[34.98017853, 135.74825723]","[[34.980305, 135.7484], [34.980305, 135.748138], [34.979979, 135.7484], [34.979979, 135.748138]]",14,"['Toji, 東寺']",[78]
538,"[34.98067153, 135.74755349]","[[34.98069, 135.747626], [34.98069, 135.747511], [34.980602, 135.747626], [34.980602, 135.747511]]",17,"['Toji, 東寺']",[78]
539,"[34.98150404, 135.74844306]","[[34.981627, 135.748488], [34.981627, 135.748271], [34.981208, 135.748488], [34.981208, 135.748271]]",11,"['Toji, 東寺']",[78]
540,"[34.98088439, 135.74851035]","[[34.980916, 135.748611], [34.980916, 135.748333], [34.980761, 135.748611], [34.980761, 135.748333]]",7,"['Toji, 東寺']",[78]
541,"[34.98144953, 135.74775532]","[[34.981538, 135.747943], [34.981538, 135.747698], [34.981344, 135.747943], [34.981344, 135.747698]]",14,"['Toji, 東寺']",[78]
542,"[34.9811685, 135.74776923]","[[34.981272, 135.747927], [34.981272, 135.74766], [34.980994, 135.747927], [34.980994, 135.74766]]",19,"['Toji, 東寺']",[78]
543,"[35.00930278, 135.78274186]","[[35.009469, 135.782863], [35.009469, 135.782662], [35.009247, 135.782863], [35.009247, 135.782662]]",9,[],[]
544,"[35.00359489, 135.7548171]","[[35.004, 135.755701], [35.004, 135.754701], [35.003196, 135.755701], [35.003196, 135.754701]]",20,[],[]
545,"[35.00369468, 135.76069402]","[[35.004895, 135.761218], [35.004895, 135.760498], [35.00352, 135.761218], [35.00352, 135.760498]]",79,"['Kawaramachi Street, 河原町']",[88]
546,"[35.00364239, 135.75972347]","[[35.00455, 135.760666], [35.00455, 135.758666], [35.001838, 135.760666], [35.001838, 135.758666]]",171,[],[]
547,"[35.00146445, 135.75809095]","[[35.001846, 135.758205], [35.001846, 135.757874], [35.001166, 135.758205], [35.001166, 135.757874]]",13,[],[]
548,"[35.00544031, 135.75821264]","[[35.005833, 135.758544], [35.005833, 135.757333], [35.005033, 135.758544], [35.005033, 135.757333]]",204,[],[]
549,"[35.00458027, 135.75668167]","[[35.005011, 135.75728], [35.005011, 135.756702], [35.004901, 135.75728], [35.004901, 135.756702]]",3,[],[]
550,"[35.00150686, 135.75675037]","[[35.00245, 135.757442], [35.00245, 135.756511], [35.000833, 135.757442], [35.000833, 135.756511]]",138,[],[]
551,"[35.003695, 135.7574567]","[[35.004667, 135.758341], [35.004667, 135.756027], [35.003, 135.758341], [35.003, 135.756027]]",216,[],[]
552,"[35.00421652, 135.75819716]","[[35.004831, 135.758743], [35.004831, 135.757799], [35.00346, 135.758743], [35.00346, 135.757799]]",146,[],[]
553,"[35.00369443, 135.75844546]","[[35.003003, 135.758743], [35.003003, 135.758061], [35.002792, 135.758743], [35.002792, 135.758061]]",12,[],[]
554,"[35.00295239, 135.7580615]","[[35.002833, 135.758311], [35.002833, 135.757311], [35.002162, 135.758311], [35.002162, 135.757311]]",26,[],[]
555,"[35.0099511, 135.67812422]","[[35.010133, 135.67833], [35.010133, 135.678091], [35.00993, 135.67833], [35.00993, 135.678091]]",4,[],[]
556,"[35.00997751, 135.67747782]","[[35.010355, 135.677888], [35.010355, 135.677096], [35.009836, 135.677888], [35.009836, 135.677096]]",63,"['Hōrin-ji, 法輪寺']",[12]
557,"[35.02138003, 135.66992806]","[[35.022, 135.670179], [35.022, 135.669488], [35.020833, 135.670179], [35.020833, 135.669488]]",16,[],[]
558,"[35.01886218, 135.67401929]","[[35.019172, 135.674371], [35.019172, 135.673856], [35.018539, 135.674371], [35.018539, 135.673856]]",29,[],[]
559,"[35.01760192, 135.67645719]","[[35.018333, 135.676875], [35.018333, 135.675891], [35.017166, 135.676875], [35.017166, 135.675891]]",148,"['Arashiyama Bamboo Forest, 竹林の小径', 'Arashiyama Station, 嵐山駅前']","[13, 20]"
560,"[35.01363944, 135.67887971]","[[35.014208, 135.679435], [35.014208, 135.678802], [35.013, 135.679435], [35.013, 135.678802]]",25,"['Arashiyama Station, 嵐山駅前']",[20]
561,"[35.01379664, 135.67959239]","[[35.013833, 135.679666], [35.013833, 135.679466], [35.01338, 135.679666], [35.01338, 135.679466]]",8,"['Arashiyama Station, 嵐山駅前']",[20]
562,"[35.01768335, 135.66979157]","[[35.017962, 135.669908], [35.017962, 135.669466], [35.017663, 135.669908], [35.017663, 135.669466]]",19,[],[]
563,"[35.01841211, 135.6702194]","[[35.018776, 135.67068], [35.018776, 135.670133], [35.018188, 135.67068], [35.018188, 135.670133]]",11,[],[]
564,"[35.01350234, 135.67776956]","[[35.014049, 135.678395], [35.014049, 135.676963], [35.012951, 135.678395], [35.012951, 135.676963]]",189,"['Togetsu-kyō Bridge, 渡月橋', 'Arashiyama Station, 嵐山駅前']","[16, 20]"
565,"[35.01651329, 135.68014947]","[[35.016658, 135.680511], [35.016658, 135.679999], [35.016111, 135.680511], [35.016111, 135.679999]]",21,[],[]
566,"[35.01614465, 135.68009713]","[[35.016, 135.680313], [35.016, 135.679444], [35.015827, 135.680313], [35.015827, 135.679444]]",7,[],[]
567,"[35.01871867, 135.68052302]","[[35.018956, 135.680933], [35.018956, 135.679833], [35.018313, 135.680933], [35.018313, 135.679833]]",117,[],[]
568,"[35.01882588, 135.6816697]","[[35.019, 135.682032], [35.019, 135.681666], [35.018706, 135.682032], [35.018706, 135.681666]]",9,[],[]
569,"[35.01845725, 135.68095175]","[[35.018833, 135.681318], [35.018833, 135.680833], [35.017927, 135.681318], [35.017927, 135.680833]]",46,[],[]
570,"[35.01873787, 135.68123758]","[[35.019175, 135.681633], [35.019175, 135.681046], [35.018499, 135.681633], [35.018499, 135.681046]]",17,[],[]
571,"[35.01764743, 135.68116134]","[[35.017686, 135.681213], [35.017686, 135.681087], [35.017195, 135.681213], [35.017195, 135.681087]]",8,[],[]
572,"[35.01646363, 135.68130838]","[[35.01684, 135.681736], [35.01684, 135.681055], [35.016394, 135.681736], [35.016394, 135.681055]]",9,[],[]
573,"[35.01330583, 135.67404281]","[[35.013513, 135.67438], [35.013513, 135.673427], [35.013103, 135.67438], [35.013103, 135.673427]]",29,[],[]
574,"[35.01337076, 135.67258633]","[[35.013416, 135.673047], [35.013416, 135.672219], [35.013275, 135.673047], [35.013275, 135.672219]]",7,"['Kameyama Park, 嵐山公園 亀山地区']",[14]
575,"[35.012646, 135.6751715]","[[35.012647, 135.675336], [35.012647, 135.675091], [35.012641, 135.675336], [35.012641, 135.675091]]",3,[],[]
576,"[35.01222425, 135.67457022]","[[35.012641, 135.674833], [35.012641, 135.674497], [35.012, 135.674833], [35.012, 135.674497]]",7,[],[]
577,"[35.01327498, 135.67467725]","[[35.013394, 135.675096], [35.013394, 135.674586], [35.013197, 135.675096], [35.013197, 135.674586]]",132,[],[]
578,"[35.01334284, 135.6752602]","[[35.013478, 135.675802], [35.013478, 135.675177], [35.013311, 135.675802], [35.013311, 135.675177]]",59,"['Arashiyama Station, 嵐山駅前']",[20]
579,"[35.01345264, 135.67644417]","[[35.013519, 135.676783], [35.013519, 135.676041], [35.013337, 135.676783], [35.013337, 135.676041]]",26,"['Togetsu-kyō Bridge, 渡月橋', 'Arashiyama Station, 嵐山駅前']","[16, 20]"
580,"[35.01212483, 135.67558321]","[[35.012494, 135.675961], [35.012494, 135.675165], [35.011861, 135.675961], [35.011861, 135.675165]]",55,[],[]
581,"[35.01131706, 135.67655351]","[[35.011666, 135.676663], [35.011666, 135.6765], [35.010723, 135.676663], [35.010723, 135.6765]]",14,"['Arashiyama Monkey Park Iwatayama, 嵐山モンキーパーク']",[11]
582,"[35.01200414, 135.67686122]","[[35.012408, 135.677], [35.012408, 135.676486], [35.011944, 135.677], [35.011944, 135.676486]]",16,"['Arashiyama Park Nakanoshima Area, 嵐山公園 中之島地区']",[17]
583,"[35.01237403, 135.6768436]","[[35.012647, 135.677011], [35.012647, 135.676505], [35.012494, 135.677011], [35.012494, 135.676505]]",3,"['Togetsu-kyō Bridge, 渡月橋', 'Arashiyama Park Nakanoshima Area, 嵐山公園 中之島地区']","[16, 17]"
